Order ID,Ship Mode,Ship Date,Order Date,Region,Estimated Delivery Date,Actual Delivery Date,Order Status,Duration (Days),Late (Days)
CA-2016-160500,First Class,5/8/16,5/5/16,West,5/12/16,5/12/16,On-Time,7,0
CA-2017-100202,Standard Class,1/5/17,12/31/16,West,1/7/17,1/14/17,Late,14,7
CA-2017-131016,First Class,9/20/17,9/18/17,Central,9/24/17,9/23/17,Early,5,0
US-2014-112914,Standard Class,9/30/14,9/25/14,Central,10/5/14,10/4/14,Early,9,0
CA-2016-124149,First Class,4/26/16,4/23/16,East,5/1/16,5/1/16,On-Time,8,0
CA-2014-148915,Standard Class,11/5/14,11/1/14,West,11/10/14,11/9/14,Early,8,0
CA-2017-134649,Second Class,1/31/17,1/26/17,South,2/3/17,2/3/17,On-Time,8,0
CA-2017-110842,Standard Class,11/16/17,11/11/17,West,11/21/17,11/21/17,On-Time,10,0
CA-2016-147368,First Class,6/12/16,6/9/16,South,6/14/16,6/21/16,Late,12,7
US-2015-104185,Second Class,9/8/15,9/3/15,East,9/10/15,9/10/15,On-Time,7,0
US-2014-125521,Standard Class,3/19/14,3/14/14,South,3/22/14,3/22/14,On-Time,8,0
US-2017-135062,Second Class,9/4/17,8/31/17,South,9/6/17,9/6/17,On-Time,6,0
CA-2017-135650,Standard Class,3/27/17,3/23/17,Central,3/30/17,3/30/17,On-Time,7,0
CA-2017-112865,Standard Class,5/22/17,5/18/17,East,5/24/17,5/29/17,Late,11,5
US-2016-162852,Standard Class,12/31/16,12/27/16,Central,1/3/17,1/3/17,On-Time,7,0
CA-2017-138163,First Class,11/20/17,11/17/17,East,11/25/17,11/25/17,On-Time,8,0
CA-2017-152093,Standard Class,9/15/17,9/10/17,Central,9/19/17,9/19/17,On-Time,9,0
CA-2017-157854,Standard Class,4/15/17,4/8/17,South,4/19/17,4/17/17,Early,9,0
CA-2016-123617,Standard Class,12/3/16,11/28/16,South,12/8/16,12/8/16,On-Time,10,0
US-2016-128293,First Class,6/5/16,6/2/16,East,6/10/16,6/8/16,Early,6,0
CA-2017-107342,Standard Class,12/22/17,12/17/17,Central,12/24/17,12/23/17,Early,6,0
CA-2016-136371,Second Class,3/21/16,3/19/16,East,3/25/16,3/25/16,On-Time,6,0
CA-2017-137344,Same Day,8/20/17,8/20/17,East,8/25/17,8/24/17,Early,4,0
CA-2017-169810,Standard Class,7/31/17,7/25/17,Central,8/4/17,8/4/17,On-Time,10,0
CA-2016-128594,First Class,8/29/16,8/26/16,West,9/3/16,9/3/16,On-Time,8,0
CA-2016-154690,Second Class,8/17/16,8/15/16,South,8/22/16,8/22/16,On-Time,7,0
CA-2017-138975,Standard Class,5/23/17,5/19/17,South,5/26/17,6/2/17,Late,14,7
CA-2017-106537,Standard Class,8/17/17,8/12/17,South,8/21/17,8/19/17,Early,7,0
US-2017-103828,Same Day,8/13/17,8/13/17,West,8/15/17,8/15/17,On-Time,2,0
CA-2016-115588,Second Class,11/12/16,11/10/16,East,11/16/16,11/16/16,On-Time,6,0
CA-2017-143861,Standard Class,6/19/17,6/12/17,South,6/21/17,6/21/17,On-Time,9,0
CA-2014-148040,Standard Class,3/26/14,3/22/14,West,3/30/14,3/30/14,On-Time,8,0
CA-2017-135167,Standard Class,6/20/17,6/15/17,West,6/25/17,6/25/17,On-Time,10,0
CA-2017-137022,Standard Class,11/22/17,11/16/17,West,11/25/17,11/25/17,On-Time,9,0
US-2017-102638,First Class,12/31/17,12/29/17,East,1/2/18,1/9/18,Late,11,7
US-2016-167339,Second Class,1/23/16,1/21/16,West,1/25/16,1/25/16,On-Time,4,0
CA-2016-152072,Standard Class,1/19/16,1/15/16,East,1/21/16,1/21/16,On-Time,6,0
CA-2016-102932,Second Class,9/23/16,9/19/16,East,9/26/16,9/26/16,On-Time,7,0
CA-2014-165540,Standard Class,2/25/14,2/21/14,Central,2/27/14,2/27/14,On-Time,6,0
CA-2016-130799,Second Class,11/16/16,11/11/16,West,11/20/16,11/18/16,Early,7,0
CA-2016-164483,Standard Class,2/3/16,1/30/16,West,2/6/16,2/7/16,Late,8,1
US-2016-159856,Standard Class,10/22/16,10/18/16,West,10/24/16,10/24/16,On-Time,6,0
CA-2017-102099,First Class,12/19/17,12/18/17,West,12/24/17,12/23/17,Early,5,0
CA-2017-164049,Standard Class,11/6/17,11/2/17,West,11/10/17,11/10/17,On-Time,8,0
CA-2014-142727,Second Class,5/1/14,4/29/14,South,5/3/14,5/3/14,On-Time,4,0
CA-2017-139913,Standard Class,10/29/17,10/23/17,East,11/1/17,11/1/17,On-Time,9,0
CA-2014-169033,Standard Class,4/3/14,3/30/14,East,4/5/14,4/5/14,On-Time,6,0
US-2016-164630,Standard Class,1/9/16,1/4/16,South,1/14/16,1/14/16,On-Time,10,0
US-2015-114839,Standard Class,4/30/15,4/26/15,Central,5/2/15,5/2/15,On-Time,6,0
CA-2015-166464,Standard Class,9/17/15,9/12/15,East,9/22/15,9/21/15,Early,9,0
CA-2017-124898,Standard Class,9/15/17,9/11/17,South,9/20/17,9/18/17,Early,7,0
CA-2016-164035,Standard Class,6/17/16,6/12/16,Central,6/22/16,6/26/16,Late,14,4
CA-2016-153577,Standard Class,7/1/16,6/27/16,Central,7/3/16,7/3/16,On-Time,6,0
CA-2014-127586,Standard Class,9/30/14,9/26/14,West,10/4/14,10/4/14,On-Time,8,0
CA-2017-121615,Standard Class,11/9/17,11/3/17,Central,11/12/17,11/12/17,On-Time,9,0
CA-2017-166415,Standard Class,2/23/17,2/19/17,West,2/26/17,2/26/17,On-Time,7,0
CA-2015-118444,Standard Class,11/9/15,11/5/15,South,11/14/15,11/14/15,On-Time,9,0
CA-2014-113929,Standard Class,6/21/14,6/16/14,East,6/26/14,6/25/14,Early,9,0
CA-2015-134747,Second Class,10/17/15,10/12/15,Central,10/21/15,10/21/15,On-Time,9,0
CA-2017-155047,First Class,8/30/17,8/27/17,Central,9/4/17,9/2/17,Early,6,0
CA-2016-160129,Same Day,11/23/16,11/23/16,East,11/27/16,11/27/16,On-Time,4,0
CA-2017-164329,Same Day,1/30/17,1/30/17,West,2/3/17,2/3/17,On-Time,4,0
US-2015-141453,Second Class,12/3/15,11/30/15,Central,12/5/15,12/4/15,Early,4,0
CA-2014-156993,Standard Class,7/4/14,6/28/14,Central,7/8/14,7/6/14,Early,8,0
CA-2014-157721,First Class,9/5/14,9/2/14,East,9/7/14,9/7/14,On-Time,5,0
CA-2017-128629,Second Class,7/14/17,7/10/17,South,7/17/17,7/15/17,Early,5,0
CA-2017-158106,Standard Class,6/10/17,6/4/17,Central,6/15/17,6/15/17,On-Time,11,0
US-2017-120390,Standard Class,10/26/17,10/19/17,South,10/29/17,11/1/17,Late,13,3
CA-2017-143434,Standard Class,11/24/17,11/18/17,Central,11/26/17,11/26/17,On-Time,8,0
CA-2015-168564,Same Day,8/8/15,8/8/15,West,8/11/15,8/11/15,On-Time,3,0
US-2016-169040,Standard Class,12/12/16,12/6/16,West,12/17/16,12/17/16,On-Time,11,0
CA-2017-155880,Standard Class,3/31/17,3/25/17,Central,4/4/17,4/4/17,On-Time,10,0
CA-2017-126242,Standard Class,11/24/17,11/19/17,West,11/26/17,11/25/17,Early,6,0
CA-2016-166443,First Class,11/5/16,11/4/16,West,11/8/16,11/7/16,Early,3,0
CA-2017-169859,Standard Class,12/18/17,12/14/17,West,12/23/17,12/21/17,Early,7,0
CA-2017-134915,Same Day,11/12/17,11/12/17,West,11/15/17,11/13/17,Early,1,0
CA-2016-153353,Standard Class,8/24/16,8/18/16,East,8/29/16,8/28/16,Early,10,0
CA-2017-123638,Standard Class,7/4/17,6/27/17,East,7/8/17,7/8/17,On-Time,11,0
CA-2017-168900,Standard Class,5/9/17,5/4/17,East,5/11/17,5/11/17,On-Time,7,0
CA-2015-158456,Standard Class,12/29/15,12/24/15,West,1/3/16,1/5/16,Late,12,2
CA-2017-143665,Standard Class,5/1/17,4/26/17,West,5/6/17,5/6/17,On-Time,10,0
CA-2017-137428,Second Class,12/21/17,12/16/17,West,12/23/17,12/23/17,On-Time,7,0
CA-2014-162866,Standard Class,12/31/14,12/27/14,Central,1/3/15,1/2/15,Early,6,0
CA-2017-167941,Second Class,11/9/17,11/6/17,South,11/12/17,11/12/17,On-Time,6,0
CA-2017-111808,Standard Class,12/20/17,12/16/17,Central,12/25/17,12/25/17,On-Time,9,0
CA-2015-137512,Standard Class,5/12/15,5/7/15,Central,5/17/15,5/17/15,On-Time,10,0
CA-2017-139773,Same Day,12/4/17,12/4/17,East,12/7/17,12/7/17,On-Time,3,0
CA-2017-134607,Second Class,10/8/17,10/3/17,East,10/13/17,10/20/17,Late,17,7
CA-2014-109232,Second Class,1/16/14,1/13/14,South,1/18/14,1/23/14,Late,10,5
CA-2015-139850,Standard Class,6/17/15,6/12/15,East,6/20/15,6/19/15,Early,7,0
CA-2014-131310,Standard Class,7/18/14,7/12/14,West,7/21/14,7/20/14,Early,8,0
US-2014-112872,Second Class,12/11/14,12/6/14,West,12/15/14,12/15/14,On-Time,9,0
CA-2016-139269,Standard Class,5/30/16,5/25/16,South,6/4/16,6/4/16,On-Time,10,0
CA-2016-139010,Second Class,2/26/16,2/21/16,West,3/1/16,3/1/16,On-Time,9,0
CA-2016-134376,Standard Class,10/6/16,10/2/16,East,10/9/16,10/9/16,On-Time,7,0
CA-2017-147291,Standard Class,3/17/17,3/11/17,Central,3/19/17,3/22/17,Late,11,3
CA-2016-112893,Second Class,9/13/16,9/9/16,West,9/17/16,9/15/16,Early,6,0
US-2014-150532,Standard Class,7/21/14,7/14/14,West,7/26/14,7/26/14,On-Time,12,0
CA-2014-138317,Standard Class,6/25/14,6/21/14,East,6/29/14,6/29/14,On-Time,8,0
CA-2015-130610,Standard Class,7/10/15,7/5/15,Central,7/13/15,7/13/15,On-Time,8,0
CA-2017-104381,Standard Class,12/23/17,12/16/17,East,12/26/17,12/26/17,On-Time,10,0
CA-2016-131499,First Class,9/10/16,9/8/16,East,9/15/16,9/13/16,Early,5,0
CA-2014-148761,Standard Class,5/21/14,5/17/14,Central,5/26/14,5/26/14,On-Time,9,0
CA-2017-116519,First Class,10/15/17,10/13/17,East,10/17/17,10/17/17,On-Time,4,0
CA-2014-130729,Standard Class,10/29/14,10/24/14,West,11/1/14,11/1/14,On-Time,8,0
CA-2016-124772,First Class,12/6/16,12/5/16,South,12/9/16,12/7/16,Early,2,0
CA-2016-115525,Standard Class,7/29/16,7/25/16,East,8/2/16,8/2/16,On-Time,8,0
CA-2017-134845,Standard Class,4/23/17,4/17/17,West,4/25/17,4/24/17,Early,7,0
US-2015-138919,Standard Class,9/21/15,9/17/15,East,9/26/15,9/28/15,Late,11,2
US-2016-160528,Standard Class,8/30/16,8/23/16,Central,9/1/16,8/30/16,Early,7,0
CA-2015-123568,Standard Class,11/14/15,11/8/15,West,11/17/15,11/17/15,On-Time,9,0
CA-2017-124674,Standard Class,11/23/17,11/17/17,Central,11/27/17,11/27/17,On-Time,10,0
CA-2015-164441,Standard Class,11/13/15,11/8/15,East,11/16/15,11/16/15,On-Time,8,0
CA-2017-169054,Standard Class,4/26/17,4/22/17,East,4/28/17,4/28/17,On-Time,6,0
CA-2014-106719,Same Day,8/24/14,8/24/14,West,8/26/14,8/31/14,Late,7,5
CA-2017-116855,Standard Class,12/21/17,12/17/17,South,12/26/17,12/24/17,Early,7,0
US-2016-164189,Standard Class,3/28/16,3/24/16,West,3/31/16,3/31/16,On-Time,7,0
CA-2015-168480,Standard Class,9/27/15,9/21/15,Central,10/1/15,10/2/15,Late,11,1
US-2016-114293,Standard Class,11/26/16,11/21/16,West,11/28/16,11/27/16,Early,6,0
CA-2017-134173,Standard Class,9/21/17,9/16/17,East,9/24/17,9/24/17,On-Time,8,0
US-2015-123960,Standard Class,6/16/15,6/11/15,South,6/19/15,6/19/15,On-Time,8,0
CA-2017-101749,Standard Class,10/8/17,10/3/17,West,10/10/17,10/10/17,On-Time,7,0
US-2016-147991,Standard Class,5/9/16,5/5/16,South,5/14/16,5/14/16,On-Time,9,0
CA-2017-149559,Same Day,9/12/17,9/11/17,West,9/14/17,9/14/17,On-Time,3,0
CA-2015-135174,Second Class,5/2/15,4/30/15,East,5/4/15,5/3/15,Early,3,0
CA-2017-125290,Second Class,11/10/17,11/6/17,Central,11/13/17,11/12/17,Early,6,0
CA-2014-137351,Standard Class,10/4/14,9/30/14,West,10/7/14,10/7/14,On-Time,7,0
CA-2017-121419,First Class,4/4/17,4/2/17,South,4/8/17,4/8/17,On-Time,6,0
US-2017-148054,Standard Class,10/11/17,10/6/17,West,10/14/17,10/14/17,On-Time,8,0
CA-2016-128517,Second Class,4/14/16,4/9/16,Central,4/19/16,4/19/16,On-Time,10,0
US-2015-100377,Standard Class,9/1/15,8/28/15,Central,9/6/15,9/4/15,Early,7,0
CA-2017-131492,Second Class,10/24/17,10/19/17,West,10/28/17,10/28/17,On-Time,9,0
CA-2016-144554,Standard Class,11/12/16,11/7/16,East,11/15/16,11/14/16,Early,7,0
CA-2017-127621,Standard Class,3/7/17,3/3/17,Central,3/12/17,3/12/17,On-Time,9,0
CA-2015-145184,First Class,11/29/15,11/27/15,East,12/2/15,12/2/15,On-Time,5,0
CA-2017-106859,Second Class,3/18/17,3/13/17,West,3/21/17,3/20/17,Early,7,0
US-2017-120089,Same Day,11/30/17,11/30/17,East,12/3/17,12/9/17,Late,9,6
CA-2014-119375,Standard Class,11/22/14,11/17/14,East,11/27/14,11/27/14,On-Time,10,0
CA-2016-125206,First Class,1/5/16,1/3/16,West,1/9/16,1/9/16,On-Time,6,0
CA-2015-126137,Standard Class,10/8/15,10/3/15,West,10/13/15,10/13/15,On-Time,10,0
CA-2014-143903,Standard Class,7/24/14,7/20/14,Central,7/26/14,7/26/14,On-Time,6,0
CA-2014-104780,Standard Class,5/25/14,5/21/14,West,5/27/14,5/27/14,On-Time,6,0
CA-2017-101182,First Class,9/5/17,9/4/17,West,9/10/17,9/10/17,On-Time,6,0
US-2017-132297,Standard Class,6/2/17,5/27/17,South,6/4/17,6/4/17,On-Time,8,0
CA-2014-100328,Standard Class,2/3/14,1/28/14,East,2/8/14,2/8/14,On-Time,11,0
CA-2017-118773,Standard Class,2/14/17,2/9/17,Central,2/18/17,2/18/17,On-Time,9,0
US-2017-159205,Second Class,4/2/17,3/31/17,South,4/6/17,4/10/17,Late,10,4
CA-2016-112123,Standard Class,3/8/16,3/3/16,East,3/12/16,3/12/16,On-Time,9,0
CA-2015-114468,Same Day,8/23/15,8/23/15,Central,8/28/15,8/28/15,On-Time,5,0
CA-2017-135692,Standard Class,5/1/17,4/27/17,Central,5/4/17,5/4/17,On-Time,7,0
CA-2017-131233,Standard Class,4/19/17,4/14/17,East,4/21/17,4/21/17,On-Time,7,0
CA-2017-119578,Second Class,12/27/17,12/22/17,East,12/31/17,12/31/17,On-Time,9,0
CA-2016-124562,Standard Class,12/12/16,12/8/16,East,12/16/16,12/17/16,Late,9,1
US-2017-140074,Standard Class,3/29/17,3/23/17,East,3/31/17,3/31/17,On-Time,8,0
CA-2016-103037,Standard Class,7/29/16,7/25/16,Central,8/3/16,8/3/16,On-Time,9,0
CA-2017-127460,Standard Class,7/14/17,7/10/17,Central,7/18/17,7/16/17,Early,6,0
CA-2016-121671,Standard Class,7/22/16,7/17/16,Central,7/26/16,7/24/16,Early,7,0
CA-2016-150350,Standard Class,8/30/16,8/23/16,West,9/3/16,9/3/16,On-Time,11,0
CA-2015-121720,First Class,6/12/15,6/11/15,South,6/16/15,6/14/15,Early,3,0
CA-2017-149895,Standard Class,9/12/17,9/8/17,East,9/17/17,9/17/17,On-Time,9,0
CA-2017-147564,Standard Class,10/6/17,10/2/17,East,10/11/17,10/11/17,On-Time,9,0
CA-2014-136399,First Class,12/17/14,12/16/14,West,12/19/14,12/19/14,On-Time,3,0
CA-2014-107916,First Class,8/26/14,8/24/14,East,8/28/14,8/28/14,On-Time,4,0
CA-2017-164168,Standard Class,11/18/17,11/12/17,Central,11/20/17,11/25/17,Late,13,5
CA-2015-112557,First Class,4/28/15,4/25/15,East,5/3/15,5/2/15,Early,7,0
US-2014-122959,Same Day,12/12/14,12/12/14,Central,12/14/14,12/14/14,On-Time,2,0
CA-2017-162572,Second Class,9/27/17,9/25/17,East,10/2/17,10/2/17,On-Time,7,0
US-2016-148110,Standard Class,9/11/16,9/5/16,Central,9/16/16,9/16/16,On-Time,11,0
CA-2017-131828,Second Class,2/13/17,2/11/17,West,2/16/17,2/23/17,Late,12,7
CA-2014-109218,Second Class,7/3/14,6/30/14,West,7/6/14,7/6/14,On-Time,6,0
CA-2016-120558,First Class,6/10/16,6/7/16,East,6/15/16,6/15/16,On-Time,8,0
US-2014-109036,Standard Class,12/25/14,12/20/14,West,12/29/14,12/29/14,On-Time,9,0
CA-2015-147830,First Class,12/18/15,12/15/15,East,12/21/15,12/21/15,On-Time,6,0
CA-2017-150497,Standard Class,7/24/17,7/20/17,Central,7/26/17,7/26/17,On-Time,6,0
CA-2014-128986,Second Class,8/5/14,8/3/14,West,8/9/14,8/9/14,On-Time,6,0
CA-2015-139584,Standard Class,8/28/15,8/24/15,East,9/2/15,8/31/15,Early,7,0
US-2016-162677,First Class,3/27/16,3/26/16,South,4/1/16,4/3/16,Late,8,2
US-2014-150924,Second Class,9/16/14,9/12/14,Central,9/18/14,9/18/14,On-Time,6,0
CA-2014-153969,Standard Class,9/25/14,9/21/14,West,9/29/14,9/29/14,On-Time,8,0
CA-2016-146682,First Class,10/31/16,10/29/16,Central,11/3/16,11/3/16,On-Time,5,0
CA-2016-138695,Standard Class,6/3/16,5/28/16,South,6/8/16,6/12/16,Late,15,4
CA-2017-107461,Second Class,12/26/17,12/21/17,South,12/29/17,12/29/17,On-Time,8,0
US-2016-133879,Standard Class,3/28/16,3/21/16,Central,3/30/16,3/30/16,On-Time,9,0
CA-2017-157483,Standard Class,11/18/17,11/11/17,Central,11/22/17,11/29/17,Late,18,7
US-2017-132059,Standard Class,9/29/17,9/23/17,West,10/3/17,10/3/17,On-Time,10,0
CA-2017-122280,Same Day,9/10/17,9/10/17,East,9/15/17,9/15/17,On-Time,5,0
CA-2017-105235,Standard Class,12/11/17,12/5/17,East,12/13/17,12/13/17,On-Time,8,0
CA-2017-152912,Second Class,11/12/17,11/9/17,East,11/17/17,11/21/17,Late,12,4
CA-2014-123498,First Class,11/9/14,11/7/14,Central,11/12/14,11/12/14,On-Time,5,0
CA-2017-159352,Standard Class,3/17/17,3/12/17,East,3/21/17,3/25/17,Late,13,4
US-2017-146416,Second Class,10/22/17,10/20/17,West,10/26/17,10/25/17,Early,5,0
US-2015-163783,Standard Class,1/1/16,12/27/15,Central,1/3/16,1/2/16,Early,6,0
CA-2017-123981,Standard Class,10/8/17,10/2/17,East,10/12/17,10/19/17,Late,17,7
CA-2017-158953,Standard Class,6/8/17,6/4/17,Central,6/10/17,6/10/17,On-Time,6,0
CA-2014-165428,First Class,9/4/14,9/1/14,Central,9/6/14,9/6/14,On-Time,5,0
CA-2016-169026,Standard Class,8/13/16,8/8/16,South,8/16/16,8/15/16,Early,7,0
CA-2017-109750,Standard Class,7/28/17,7/22/17,East,7/31/17,7/30/17,Early,8,0
CA-2015-149384,Same Day,7/10/15,7/10/15,West,7/15/15,7/15/15,On-Time,5,0
CA-2014-131527,Standard Class,12/7/14,12/1/14,South,12/9/14,12/7/14,Early,6,0
CA-2017-164000,Standard Class,12/22/17,12/18/17,East,12/25/17,12/25/17,On-Time,7,0
CA-2014-164224,Second Class,5/20/14,5/18/14,East,5/24/14,5/24/14,On-Time,6,0
CA-2014-158372,Standard Class,11/16/14,11/10/14,West,11/20/14,11/21/14,Late,11,1
CA-2016-108882,Standard Class,1/15/16,1/9/16,West,1/20/16,1/20/16,On-Time,11,0
US-2017-108245,Standard Class,9/27/17,9/22/17,Central,9/30/17,10/2/17,Late,10,2
CA-2014-142314,Standard Class,12/28/14,12/23/14,Central,1/2/15,1/2/15,On-Time,10,0
CA-2016-132409,Standard Class,6/1/16,5/26/16,East,6/4/16,6/4/16,On-Time,9,0
CA-2017-150189,First Class,7/10/17,7/8/17,West,7/12/17,7/13/17,Late,5,1
CA-2014-114433,Standard Class,5/17/14,5/13/14,West,5/19/14,5/19/14,On-Time,6,0
CA-2017-104640,Standard Class,11/16/17,11/10/17,East,11/21/17,11/21/17,On-Time,11,0
US-2015-137008,Standard Class,10/8/15,10/2/15,East,10/10/15,10/10/15,On-Time,8,0
CA-2014-108189,First Class,10/5/14,10/2/14,West,10/8/14,10/9/14,Late,7,1
CA-2014-154641,Standard Class,8/16/14,8/11/14,East,8/18/14,8/18/14,On-Time,7,0
CA-2017-131625,Second Class,9/5/17,9/1/17,East,9/8/17,9/8/17,On-Time,7,0
US-2017-156356,Standard Class,4/22/17,4/16/17,Central,4/25/17,4/23/17,Early,7,0
CA-2016-138933,First Class,4/27/16,4/24/16,West,4/30/16,4/30/16,On-Time,6,0
CA-2016-140746,Same Day,1/15/16,1/15/16,East,1/20/16,1/20/16,On-Time,5,0
CA-2016-146836,Same Day,5/2/16,5/2/16,East,5/4/16,5/4/16,On-Time,2,0
US-2016-127971,Standard Class,11/27/16,11/20/16,Central,11/30/16,11/29/16,Early,9,0
US-2016-140809,First Class,2/3/16,2/1/16,South,2/5/16,2/5/16,On-Time,4,0
CA-2017-114524,Second Class,4/5/17,3/31/17,Central,4/8/17,4/8/17,On-Time,8,0
CA-2017-113355,Standard Class,12/5/17,12/1/17,Central,12/7/17,12/7/17,On-Time,6,0
US-2017-140907,Second Class,12/12/17,12/10/17,West,12/16/17,12/15/17,Early,5,0
CA-2016-159730,Standard Class,9/21/16,9/17/16,West,9/24/16,9/24/16,On-Time,7,0
CA-2016-157868,Standard Class,12/29/16,12/23/16,Central,1/1/17,1/1/17,On-Time,9,0
CA-2017-119389,First Class,4/19/17,4/17/17,East,4/22/17,4/22/17,On-Time,5,0
CA-2017-110373,Second Class,10/30/17,10/27/17,Central,11/1/17,10/31/17,Early,4,0
CA-2016-155474,Standard Class,7/14/16,7/8/16,West,7/19/16,7/19/16,On-Time,11,0
CA-2015-155453,Standard Class,8/14/15,8/9/15,South,8/18/15,8/18/15,On-Time,9,0
US-2016-161844,Second Class,12/14/16,12/9/16,South,12/16/16,12/16/16,On-Time,7,0
US-2016-162103,Standard Class,11/17/16,11/13/16,Central,11/20/16,11/20/16,On-Time,7,0
CA-2014-151554,First Class,11/15/14,11/14/14,Central,11/18/14,11/18/14,On-Time,4,0
CA-2014-140662,First Class,11/19/14,11/17/14,West,11/24/14,11/22/14,Early,5,0
CA-2016-122518,Second Class,3/8/16,3/4/16,South,3/12/16,3/12/16,On-Time,8,0
US-2014-126571,Standard Class,10/15/14,10/11/14,East,10/18/14,10/18/14,On-Time,7,0
CA-2014-143840,Standard Class,5/29/14,5/22/14,South,6/3/14,6/3/14,On-Time,12,0
CA-2014-115980,Standard Class,7/19/14,7/15/14,Central,7/22/14,7/20/14,Early,5,0
CA-2015-155145,Second Class,12/29/15,12/27/15,West,1/2/16,1/2/16,On-Time,6,0
CA-2015-146038,Standard Class,2/16/15,2/9/15,West,2/19/15,2/19/15,On-Time,10,0
CA-2017-133865,Standard Class,5/12/17,5/8/17,West,5/16/17,5/16/17,On-Time,8,0
CA-2017-116358,Standard Class,11/6/17,11/2/17,Central,11/8/17,11/6/17,Early,4,0
CA-2014-102988,Second Class,4/9/14,4/5/14,South,4/14/14,4/14/14,On-Time,9,0
US-2014-117170,Standard Class,9/24/14,9/17/14,South,9/29/14,9/29/14,On-Time,12,0
CA-2014-159478,Standard Class,10/6/14,9/30/14,East,10/11/14,10/13/14,Late,13,2
CA-2014-103702,Standard Class,9/17/14,9/12/14,East,9/19/14,9/17/14,Early,5,0
CA-2017-150525,Standard Class,2/25/17,2/20/17,Central,2/27/17,2/27/17,On-Time,7,0
CA-2015-157770,First Class,12/15/15,12/13/15,West,12/19/15,12/18/15,Early,5,0
CA-2016-167290,Standard Class,11/4/16,10/30/16,Central,11/7/16,11/7/16,On-Time,8,0
CA-2014-106264,Standard Class,12/30/14,12/26/14,West,1/2/15,1/2/15,On-Time,7,0
CA-2014-138023,First Class,8/18/14,8/15/14,Central,8/23/14,8/23/14,On-Time,8,0
CA-2017-113418,First Class,10/3/17,10/1/17,East,10/7/17,10/7/17,On-Time,6,0
US-2015-110569,Standard Class,5/30/15,5/23/15,West,6/4/15,6/4/15,On-Time,12,0
CA-2017-136308,Same Day,11/16/17,11/16/17,West,11/21/17,11/21/17,On-Time,5,0
US-2014-159926,Standard Class,11/22/14,11/18/14,East,11/25/14,11/24/14,Early,6,0
CA-2014-104738,Second Class,1/1/15,12/30/14,Central,1/4/15,1/4/15,On-Time,5,0
CA-2015-144386,Standard Class,11/11/15,11/5/15,East,11/16/15,11/16/15,On-Time,11,0
CA-2016-111416,Standard Class,9/22/16,9/17/16,East,9/25/16,9/25/16,On-Time,8,0
CA-2016-162747,Second Class,3/25/16,3/20/16,South,3/28/16,3/28/16,On-Time,8,0
US-2014-133130,Standard Class,10/1/14,9/27/14,West,10/6/14,10/6/14,On-Time,9,0
CA-2017-169978,Standard Class,12/28/17,12/24/17,East,12/30/17,12/30/17,On-Time,6,0
CA-2017-161739,Second Class,11/15/17,11/10/17,Central,11/17/17,11/16/17,Early,6,0
CA-2015-165057,Standard Class,9/15/15,9/11/15,West,9/20/15,9/18/15,Early,7,0
CA-2014-134551,Standard Class,12/25/14,12/20/14,South,12/30/14,12/30/14,On-Time,10,0
CA-2015-120810,Standard Class,7/27/15,7/23/15,East,8/1/15,7/31/15,Early,8,0
CA-2014-165309,Standard Class,11/15/14,11/11/14,Central,11/18/14,11/24/14,Late,13,6
CA-2017-122595,Standard Class,12/20/17,12/14/17,Central,12/22/17,12/22/17,On-Time,8,0
US-2017-109253,First Class,8/22/17,8/21/17,West,8/24/17,8/22/17,Early,1,0
CA-2016-145982,Second Class,9/1/16,8/27/16,East,9/4/16,9/2/16,Early,6,0
CA-2015-112014,Standard Class,8/20/15,8/13/15,West,8/24/15,8/24/15,On-Time,11,0
CA-2017-154732,First Class,11/7/17,11/5/17,Central,11/10/17,11/8/17,Early,3,0
US-2016-157308,Standard Class,8/21/16,8/17/16,West,8/26/16,8/26/16,On-Time,9,0
CA-2016-147536,Standard Class,12/31/16,12/26/16,East,1/2/17,1/2/17,On-Time,7,0
US-2014-134733,Standard Class,9/28/14,9/23/14,West,10/2/14,10/2/14,On-Time,9,0
US-2014-150434,Standard Class,7/24/14,7/19/14,East,7/27/14,7/27/14,On-Time,8,0
CA-2017-100335,Standard Class,9/13/17,9/7/17,Central,9/17/17,9/17/17,On-Time,10,0
CA-2016-139234,Standard Class,5/10/16,5/6/16,Central,5/14/16,5/14/16,On-Time,8,0
US-2015-142020,Second Class,6/8/15,6/4/15,East,6/13/15,6/12/15,Early,8,0
CA-2015-139962,Standard Class,12/20/15,12/13/15,East,12/24/15,12/24/15,On-Time,11,0
CA-2016-130050,Second Class,7/18/16,7/16/16,Central,7/23/16,7/23/16,On-Time,7,0
CA-2014-115161,First Class,2/2/14,1/31/14,West,2/6/14,2/6/14,On-Time,6,0
CA-2014-165379,Standard Class,7/15/14,7/9/14,Central,7/20/14,7/20/14,On-Time,11,0
CA-2015-115511,Standard Class,11/25/15,11/21/15,West,11/30/15,11/30/15,On-Time,9,0
CA-2016-134887,Same Day,3/25/16,3/25/16,Central,3/28/16,3/31/16,Late,6,3
CA-2017-123778,Standard Class,9/30/17,9/23/17,West,10/4/17,10/4/17,On-Time,11,0
CA-2015-161718,Standard Class,12/10/15,12/4/15,East,12/14/15,12/12/15,Early,8,0
CA-2016-100671,First Class,11/4/16,11/1/16,Central,11/7/16,11/5/16,Early,4,0
